f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-0-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-0-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-0-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-I-0-all,D_mc-I-1-all,D_mc-I-2-all,D_mc-I-3-all,D_mc-T-0-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-0-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,name
2364.8972,4433.471999999987,10714.651200000008,13374.719999999992,44720.0,94464.0,145728.0,193536.0,260.0,624.0,1128.0,1728.0,1752.0,4608.0,7104.0,10080.0,185.46919999999972,483.2015999999979,794.9351999999998,1198.3679999999974,2.722499999999998,26.488000000000014,20.459999999999997,62.23799999999998,900.0,1120.0,1920.0,2640.0,1.0,4.666666666666667,5.333333333333333,12.0,22.666666666666668,48.0,81.33333333333333,132.0,1.716099999999999,4.462733333333331,6.322933333333332,11.685200000000007,0.0,-8.353333333333333,-3.6000000000000023,-17.919999999999998,0.0,102.66666666666667,96.0,272.0,0.0,0.0,0.0,0.0,0.0,12.666666666666666,8.0,28.0,0.0,2.7066666666666683,2.1599999999999997,6.800000000000001,GUVBOQ_clean_primitive
