name,cif_file,Di,Df,Dif,rho,VSA,GSA,VPOV,GPOV,POAV_vol_frac,PONAV_vol_frac,GPOAV,GPONAV,POAV,PONAV
GUVBOQ_clean_primitive,GUVBOQ_clean_primitive.cif,8.83128,4.93156,8.81194,17600.1,859.437,598.836,0.2189,0.1525244220237183,0.2189,0.0,0.152524,0.0,3852.67,0.0
